title,description,processed,sentiment
Dracula,"A rich selection of background and source materials is provided in three areas: Contexts includes probable inspirations for Dracula in the earlier works of James Malcolm Rymer and Emily Gerard. Also included are a discussion of Stoker's working notes for the novel and ""Dracula's Guest,"" the original opening chapter to Dracula. Reviews and Reactions reprints five early revi A rich selection of background and source materials is provided in three areas: Contexts includes probable inspirations for Dracula in the earlier works of James Malcolm Rymer and Emily Gerard. Also included are a discussion of Stoker's working notes for the novel and ""Dracula's Guest,"" the original opening chapter to Dracula. Reviews and Reactions reprints five early reviews of the novel. ""Dramatic and Film Variations"" focuses on theater and film adaptations of Dracula, two indications of the novel's unwavering appeal. David J. Skal, Gregory A. Waller, and Nina Auerbach offer their varied perspectives. Checklists of both dramatic and film adaptations are included.Criticism collects seven theoretical interpretations of Dracula by Phyllis A. Roth, Carol A. Senf, Franco Moretti, Christopher Craft, Bram Dijsktra, Stephen D. Arata, and Talia Schaffer.A Chronology and a Selected Bibliography are included. ...more",rich selection background source materials provided three areas contexts includes probable inspirations dracula earlier works james malcolm rymer emily gerard also included discussion stoker working notes novel dracula guest original opening chapter dracula reviews reactions reprints five early revi rich selection background source materials provided three areas contexts includes probable inspirations dracula earlier works james malcolm rymer emily gerard also included discussion stoker working notes novel dracula guest original opening chapter dracula reviews reactions reprints five early reviews novel dramatic film variations focuses theater film adaptations dracula two indications novel unwavering appeal david skal gregory waller nina auerbach offer varied perspectives checklists dramatic film adaptations collects seven theoretical interpretations dracula phyllis roth carol senf franco moretti christopher craft bram dijsktra stephen arata talia chronology selected bibliography included,0.9756
Do Androids Dream of Electric Sheep? (Blade Runner #1),"By 2021, the World War has killed millions, driving entire species into extinction and sending mankind off-planet. Those who remain covet any living creature, and for people who can't afford one, companies have built incredibly realistic simulacrae: horses, birds, cats, sheep. They've even built humans.EmigrÃ©es to Mars receive androids so sophisticated it's impossible to t By 2021, the World War has killed millions, driving entire species into extinction and sending mankind off-planet. Those who remain covet any living creature, and for people who can't afford one, companies have built incredibly realistic simulacrae: horses, birds, cats, sheep. They've even built humans.EmigrÃ©es to Mars receive androids so sophisticated it's impossible to tell them from true men or women. Fearful of the havoc these artificial humans could wreak, the government bans them from Earth, but when androids don't want to be identified, they just blend in. Rick Deckard is an officially sanctioned bounty hunter whose job is to find rogue androids and retire them, but cornered, androids tend to fight back--with deadly results. ...more",world war killed millions driving entire species extinction sending mankind remain covet living creature people ca afford one companies built incredibly realistic simulacrae horses birds cats sheep even built mars receive androids sophisticated impossible world war killed millions driving entire species extinction sending mankind remain covet living creature people ca afford one companies built incredibly realistic simulacrae horses birds cats sheep even built mars receive androids sophisticated impossible tell true men women fearful havoc artificial humans could wreak government bans earth androids want identified blend rick deckard officially sanctioned bounty hunter whose job find rogue androids retire cornered androids tend fight back deadly results,-0.9601
Disrupted: My Misadventure in the Start-Up Bubble,"INSTANT NEW YORK TIMES BESTSELLER ""Wildly entertaining ... Lyons has injected a dose of sanity into a world gone mad."" ---Ashlee Vance, New York Times-bestselling author of Elon MuskFor twenty-five years Dan Lyons was a magazine writer at the top of his profession--until one Friday morning when he received a phone call: Poof. His job no longer existed. ""I think they just w INSTANT NEW YORK TIMES BESTSELLER ""Wildly entertaining ... Lyons has injected a dose of sanity into a world gone mad."" ---Ashlee Vance, New York Times-bestselling author of Elon MuskFor twenty-five years Dan Lyons was a magazine writer at the top of his profession--until one Friday morning when he received a phone call: Poof. His job no longer existed. ""I think they just want to hire younger people,"" his boss at Newsweek told him. Fifty years old and with a wife and two young kids, Dan was, in a word, screwed. Then an idea hit. Dan had long reported on Silicon Valley and the tech explosion. Why not join it? HubSpot, a Boston start-up, was flush with $100 million in venture capital. They offered Dan a pile of stock options for the vague role of ""marketing fellow."" What could go wrong? HubSpotters were true believers: They were making the world a better place ... by selling email spam. The office vibe was frat house meets cult compound: The party began at four thirty on Friday and lasted well into the night; ""shower pods"" became hook-up dens; a push-up club met at noon in the lobby, while nearby, in the ""content factory,"" Nerf gun fights raged. Groups went on ""walking meetings,"" and Dan's absentee boss sent cryptic emails about employees who had ""graduated"" (read: been fired). In the middle of all this was Dan, exactly twice the age of the average HubSpot employee, and literally old enough to be the father of most of his co-workers, sitting at his desk on his bouncy-ball ""chair.""Mixed in with Lyons's uproarious tale of his rise and fall at Hubspot is a trenchant analysis of the start-up world, a de facto conspiracy between those who start companies and those who fund them, a world where bad ideas are rewarded with hefty investments, where companies blow money lavishing perks on their post-collegiate workforces, and where everybody is trying to hang on just long enough to reach an IPO and cash out. With a cast of characters that includes devilish angel investors, fad-chasing venture capitalists, entrepreneurs and ""wantrapreneurs,"" bloggers and brogrammers, social climbers and sociopaths, Disrupted is a gripping and definitive account of life in the (second) tech bubble. ...more",instant new york times bestseller wildly entertaining lyons injected dose sanity world gone mad vance new york author elon muskfor years dan lyons magazine writer top profession one friday morning received phone call poof job longer existed think w instant new york times bestseller wildly entertaining lyons injected dose sanity world gone mad vance new york author elon muskfor years dan lyons magazine writer top profession one friday morning received phone call poof job longer existed think want hire younger people boss newsweek told fifty years old wife two young kids dan word screwed idea hit dan long reported silicon valley tech explosion join hubspot boston flush million venture capital offered dan pile stock options vague role marketing fellow could go wrong hubspotters true believers making world better place selling email spam office vibe frat house meets cult compound party began four thirty friday lasted well night shower pods became dens club met noon lobby nearby content factory nerf gun fights raged groups went walking meetings dan absentee boss sent cryptic emails employees graduated read fired middle dan exactly twice age average hubspot employee literally old enough father sitting desk chair mixed lyons uproarious tale rise fall hubspot trenchant analysis world de facto conspiracy start companies fund world bad ideas rewarded hefty investments companies blow money lavishing perks workforces everybody trying hang long enough reach ipo cash cast characters includes devilish angel investors venture capitalists entrepreneurs wantrapreneurs bloggers brogrammers social climbers sociopaths disrupted gripping definitive account life second tech bubble,-0.9393
Dead Wake: The Last Crossing of the Lusitania,"#1 New York Times BestsellerFrom thebestselling author and master of narrative nonfiction comes the enthralling story of the sinking of the LusitaniaOn May 1, 1915, with WWI entering its tenth month, a luxury ocean liner as richly appointed as an English country house sailed out of New York, bound for Liverpool, carrying a record number of children and infants. The passeng #1 New York Times BestsellerFrom theÂ bestselling author and master of narrative nonfiction comes the enthralling story of the sinking of the LusitaniaOn May 1, 1915, with WWI entering its tenth month, a luxury ocean liner as richly appointed as an English country house sailed out of New York, bound for Liverpool, carrying a record number of children and infants. The passengers were surprisingly at ease, even though Germany had declared the seas around Britain to be a war zone. For months, German U-boats had brought terror to the North Atlantic. But the Lusitania was one of the eraâs great transatlantic âGreyhoundsââthe fastest liner then in serviceâand her captain, William Thomas Turner, placed tremendous faith in the gentlemanly strictures of warfare that for a century had kept civilian ships safe from attack.Â Germany, however, was determined to change the rules of the game, and Walther Schwieger, the captain of Unterseeboot-20, was happy to oblige. Meanwhile, an ultra-secret British intelligence unit tracked Schwiegerâs U-boat, but told no one. As U-20 and the Lusitania made their way toward Liverpool, an array of forces both grand and achingly smallâhubris, a chance fog, a closely guarded secret, and moreâall converged to produce one of the great disasters of history. It is a story that many of us think we know but donât, and Erik Larson tells it thrillingly, switching between hunter and hunted while painting a larger portrait of America at the height of the Progressive Era. Full of glamour and suspense, Dead Wake brings to life a cast of evocative characters, from famed Boston bookseller Charles Lauriat to pioneering female architect Theodate Pope to President Woodrow Wilson, a man lost to grief, dreading the widening war but also captivated by the prospect of new love.Â  Gripping and important, Dead Wake captures the sheer drama and emotional power of a disaster whose intimate details and true meaning have long been obscured by history. ...more",new york times bestsellerfrom thebestselling author master narrative nonfiction comes enthralling story sinking lusitaniaon may wwi entering tenth month luxury ocean liner richly appointed english country house sailed new york bound liverpool carrying record number children infants passeng new york times bestsellerfrom theâ bestselling author master narrative nonfiction comes enthralling story sinking lusitaniaon may wwi entering tenth month luxury ocean liner richly appointed english country house sailed new york bound liverpool carrying record number children infants passengers surprisingly ease even though germany declared seas around britain war zone months german brought terror north atlantic lusitania one great transatlantic fastest liner captain william thomas turner placed tremendous faith gentlemanly strictures warfare century kept civilian ships safe germany however determined change rules game walther schwieger captain happy oblige meanwhile british intelligence unit tracked told one lusitania made way toward liverpool array forces grand achingly chance fog closely guarded secret converged produce one great disasters history story many us think know erik larson tells thrillingly switching hunter hunted painting larger portrait america height progressive era full glamour suspense dead wake brings life cast evocative characters famed boston bookseller charles lauriat pioneering female architect theodate pope president woodrow wilson man lost grief dreading widening war also captivated prospect new gripping important dead wake captures sheer drama emotional power disaster whose intimate details true meaning long obscured history,0.923
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants","In his #1 bestselling books The Tipping Point, Blink, and Outliers, Malcolm Gladwell has explored the ways we understand and change our world. Now he looks at the complex and surprising ways the weak can defeat the strong, the small can match up against the giant, and how our goals (often culturally determined) can make a huge difference in our ultimate sense of success. D In his #1 bestselling books The Tipping Point, Blink, and Outliers, Malcolm Gladwell has explored the ways we understand and change our world. Now he looks at the complex and surprising ways the weak can defeat the strong, the small can match up against the giant, and how our goals (often culturally determined) can make a huge difference in our ultimate sense of success. Drawing upon examples from the world of business, sports, culture, cutting-edge psychology, and an array of unforgettable characters around the world, David and Goliath is in many ways the most practical and provocative book Malcolm Gladwell has ever written. ...more",bestselling books tipping point blink outliers malcolm gladwell explored ways understand change world looks complex surprising ways weak defeat strong small match giant goals often culturally determined make huge difference ultimate sense success bestselling books tipping point blink outliers malcolm gladwell explored ways understand change world looks complex surprising ways weak defeat strong small match giant goals often culturally determined make huge difference ultimate sense success drawing upon examples world business sports culture psychology array unforgettable characters around world david goliath many ways practical provocative book malcolm gladwell ever written,0.93
Darkfever (Fever #1),"When her sister is murdered, leaving a single clue to her deathâa cryptic message on MacKayla Laneâs cell phoneâMac journeys to Ireland in search of answers. The quest to find her sisterâs killer draws her into a shadowy realm where nothing is as it seems, where good and evil wear the same treacherously seductive mask. She is soon faced with an even greater challenge: stay When her sister is murdered, leaving a single clue to her deathâa cryptic message on MacKayla Laneâs cell phoneâMac journeys to Ireland in search of answers. The quest to find her sisterâs killer draws her into a shadowy realm where nothing is as it seems, where good and evil wear the same treacherously seductive mask. She is soon faced with an even greater challenge: staying alive long enough to learn how to handle a power she had no idea she possessedâa gift that allows her to see beyond the world of man, into the dangerous realm of the Fae. ...more",sister murdered leaving single clue cryptic message mackayla cell journeys ireland search answers quest find killer draws shadowy realm nothing seems good evil wear treacherously seductive mask soon faced even greater challenge stay sister murdered leaving single clue cryptic message mackayla cell journeys ireland search answers quest find killer draws shadowy realm nothing seems good evil wear treacherously seductive mask soon faced even greater challenge staying alive long enough learn handle power idea gift allows see beyond world man dangerous realm fae,-0.8474
Dark Places,"FROM THE #1 NEW YORK TIMES BESTSELLING AUTHOR OF GONE GIRLLibby Day was seven when her mother and two sisters were murdered in âThe Satan Sacrifice"" of Kinnakee, Kansas.â She survivedâand famously testified that her fifteen-year-old brother, Ben, was the killer. Twenty-five years later, the Kill Clubâa secret secret society obsessed with notorious crimesâlocates Libby and FROM THE #1 NEW YORK TIMES BESTSELLING AUTHOR OF GONE GIRLLibby Day was seven when her mother and two sisters were murdered in âThe Satan Sacrifice"" of Kinnakee, Kansas.â She survivedâand famously testified that her fifteen-year-old brother, Ben, was the killer. Twenty-five years later, the Kill Clubâa secret secret society obsessed with notorious crimesâlocates Libby and pumps her for details. They hope to discover proof that may free Ben. Libby hopes to turn a profit off her tragic history: Sheâll reconnect with the players from that night and report her findings to the clubâfor a fee. As Libbyâs search takes her from shabby Missouri strip clubs to abandoned Oklahoma tourist towns, the unimaginable truth emerges, and Libby finds herself right back where she startedâon the run from a killer. ...more",new york times bestselling author gone girllibby day seven mother two sisters murdered satan sacrifice kinnakee famously testified brother ben killer years later kill secret secret society obsessed notorious libby new york times bestselling author gone girllibby day seven mother two sisters murdered satan sacrifice kinnakee famously testified brother ben killer years later kill secret secret society obsessed notorious libby pumps details hope discover proof may free ben libby hopes turn profit tragic history reconnect players night report findings fee search takes shabby missouri strip clubs abandoned oklahoma tourist towns unimaginable truth emerges libby finds right back run killer,-0.9873
Crazy Rich Asians (Crazy Rich Asians #1),"Crazy Rich Asians is the outrageously funny debut novel about three super-rich, pedigreed Chinese families and the gossip, backbiting, and scheming that occurs when the heir to one of the most massive fortunes in Asia brings home his ABC (American-born Chinese) girlfriend to the wedding of the season.When Rachel Chu agrees to spend the summer in Singapore with her boyfrien Crazy Rich Asians is the outrageously funny debut novel about three super-rich, pedigreed Chinese families and the gossip, backbiting, and scheming that occurs when the heir to one of the most massive fortunes in Asia brings home his ABC (American-born Chinese) girlfriend to the wedding of the season.When Rachel Chu agrees to spend the summer in Singapore with her boyfriend, Nicholas Young, she envisions a humble family home, long drives to explore the island, and quality time with the man she might one day marry. What she doesn't know is that Nick's family home happens to look like a palace, that she'll ride in more private planes than cars, and that with one of Asia's most eligible bachelors on her arm, Rachel might as well have a target on her back. Initiated into a world of dynastic splendor beyond imagination, Rachel meets Astrid, the It Girl of Singapore society; Eddie, whose family practically lives in the pages of the Hong Kong socialite magazines; and Eleanor, Nick's formidable mother, a woman who has very strong feelings about who her son should--and should not--marry. Uproarious, addictive, and filled with jaw-dropping opulence, Crazy Rich Asians is an insider's look at the Asian JetSet; a perfect depiction of the clash between old money and new money; between Overseas Chinese and Mainland Chinese; and a fabulous novel about what it means to be young, in love, and gloriously, crazily rich. ...more",crazy rich asians outrageously funny debut novel three pedigreed chinese families gossip backbiting scheming occurs heir one massive fortunes asia brings home abc chinese girlfriend wedding rachel chu agrees spend summer singapore boyfrien crazy rich asians outrageously funny debut novel three pedigreed chinese families gossip backbiting scheming occurs heir one massive fortunes asia brings home abc chinese girlfriend wedding rachel chu agrees spend summer singapore boyfriend nicholas young envisions humble family home long drives explore island quality time man might one day marry know nick family home happens look like palace ride private planes cars one asia eligible bachelors arm rachel might well target back initiated world dynastic splendor beyond imagination rachel meets astrid girl singapore society eddie whose family practically lives pages hong kong socialite magazines eleanor nick formidable mother woman strong feelings son marry uproarious addictive filled opulence crazy rich asians insider look asian jetset perfect depiction clash old money new money overseas chinese mainland chinese fabulous novel means young love gloriously crazily rich,0.9914
Counting Thyme,"When eleven-year-old Thyme Owensâ little brother, Val, is accepted into a new cancer drug trial, itâs just the second chance that he needs. But it also means the Owens family has to move to New York, thousands of miles away from Thymeâs best friend and everything she knows and loves. The island of Manhattan doesnât exactly inspire new beginnings, but Thyme tries to embrace When eleven-year-old Thyme Owensâ little brother, Val, is accepted into a new cancer drug trial, itâs just the second chance that he needs. But it also means the Owens family has to move to New York, thousands of miles away from Thymeâs best friend and everything she knows and loves. The island of Manhattan doesnât exactly inspire new beginnings, but Thyme tries to embrace the change for what it is: temporary.After Valâs treatment shows real promise and Mr. Owens accepts a full-time position in the city, Thyme has to face the frightening possibility that the move to New York is permanent. Thyme loves her brother, and knows the trial could save his lifeâsheâd give anything for him to be wellâbut she still wants to go home, although the guilt of not wanting to stay is agonizing. She finds herself even more mixed up when her heart feels the tug of new friends, a first crush, and even a crotchety neighbor and his sweet whistling bird. All Thyme can do is count the minutes, the hours, and days, and hope time can bring both a miracle for Val and a way back home. ...more",thyme little brother val accepted new cancer drug trial second chance needs also means owens family move new york thousands miles away best friend everything knows loves island manhattan exactly inspire new beginnings thyme tries embrace thyme little brother val accepted new cancer drug trial second chance needs also means owens family move new york thousands miles away best friend everything knows loves island manhattan exactly inspire new beginnings thyme tries embrace change treatment shows real promise owens accepts position city thyme face frightening possibility move new york permanent thyme loves brother knows trial could save give anything still wants go home although guilt wanting stay agonizing finds even mixed heart feels tug new friends first crush even crotchety neighbor sweet whistling bird thyme count minutes hours days hope time bring miracle val way back home,0.9936
Cosmos,"Cosmos has 13 heavily illustrated chapters, corresponding to the 13 episodes of the Cosmos television series. In the book, Sagan explores 15 billion years of cosmic evolution and the development of science and civilization. Cosmos traces the origins of knowledge and the scientific method, mixing science and philosophy, and speculates to the future of science. The book also Cosmos has 13 heavily illustrated chapters, corresponding to the 13 episodes of the Cosmos television series. In the book, Sagan explores 15 billion years of cosmic evolution and the development of science and civilization. Cosmos traces the origins of knowledge and the scientific method, mixing science and philosophy, and speculates to the future of science. The book also discusses the underlying premises of science by providing biographical anecdotes about many prominent scientists throughout history, placing their contributions into the broader context of the development of modern science.The book covers a broad range of topics, comprising Sagan's reflections on anthropological, cosmological, biological, historical, and astronomical matters from antiquity to contemporary times. Sagan reiterates his position on extraterrestrial lifeâthat the magnitude of the universe permits the existence of thousands of alien civilizations, but no credible evidence exists to demonstrate that such life has ever visited earth. ...more",cosmos heavily illustrated chapters corresponding episodes cosmos television series book sagan explores billion years cosmic evolution development science civilization cosmos traces origins knowledge scientific method mixing science philosophy speculates future science book also cosmos heavily illustrated chapters corresponding episodes cosmos television series book sagan explores billion years cosmic evolution development science civilization cosmos traces origins knowledge scientific method mixing science philosophy speculates future science book also discusses underlying premises science providing biographical anecdotes many prominent scientists throughout history placing contributions broader context development modern book covers broad range topics comprising sagan reflections anthropological cosmological biological historical astronomical matters antiquity contemporary times sagan reiterates position extraterrestrial magnitude universe permits existence thousands alien civilizations credible evidence exists demonstrate life ever visited earth,0.34
Civilization and Its Discontents,"It stands as a brilliant summary of the views on culture from a psychoanalytic perspective that he had been developing since the turn of the century. It is both witness and tribute to the late theory of mindâthe so-called structural theory, with its stress on aggression, indeed the death drive, as the pitiless adversary of eros.Civilization and Its Discontents is one of th It stands as a brilliant summary of the views on culture from a psychoanalytic perspective that he had been developing since the turn of the century. It is both witness and tribute to the late theory of mindâthe so-called structural theory, with its stress on aggression, indeed the death drive, as the pitiless adversary of eros.Civilization and Its Discontents is one of the last of Freud's books, written in the decade before his death and first published in German in 1929. In it he states his views on the broad question of man's place in the world, a place Freud defines in terms of ceaseless conflict between the individual's quest for freedom and society's demand for conformity.Freud's theme is that what works for civilization doesn't necessarily work for man. Man, by nature aggressive and egotistical, seeks self-satisfaction. But culture inhibits his instinctual drives. The result is a pervasive and familiar guilt.Of the various English translations of Freud's major works to appear in his lifetime, only one was authorized by Freud himself: The Standard Edition of the Complete Psychological Works of Sigmund Freud under the general editorship of James Strachey.Freud approved the overall editorial plan, specific renderings of key words and phrases, and the addition of valuable notes, from bibliographical and explanatory. Many of the translations were done by Strachey himself; the rest were prepared under his supervision. The result was to place the Standard Edition in a position of unquestioned supremacy over all other existing versions. ...more",stands brilliant summary views culture psychoanalytic perspective developing since turn century witness tribute late theory structural theory stress aggression indeed death drive pitiless adversary discontents one th stands brilliant summary views culture psychoanalytic perspective developing since turn century witness tribute late theory structural theory stress aggression indeed death drive pitiless adversary discontents one last freud books written decade death first published german states views broad question man place world place freud defines terms ceaseless conflict individual quest freedom society demand theme works civilization necessarily work man man nature aggressive egotistical seeks culture inhibits instinctual drives result pervasive familiar various english translations freud major works appear lifetime one authorized freud standard edition complete psychological works sigmund freud general editorship james approved overall editorial plan specific renderings key words phrases addition valuable notes bibliographical explanatory many translations done strachey rest prepared supervision result place standard edition position unquestioned supremacy existing versions,-0.936
Cinder (The Lunar Chronicles #1),"Humans and androids crowd the raucous streets of New Beijing. A deadly plague ravages the population. From space, a ruthless lunar people watch, waiting to make their move. No one knows that Earthâs fate hinges on one girl.Cinder, a gifted mechanic, is a cyborg. Sheâs a second-class citizen with a mysterious past, reviled by her stepmother and blamed for her stepsisterâs i Humans and androids crowd the raucous streets of New Beijing. A deadly plague ravages the population. From space, a ruthless lunar people watch, waiting to make their move. No one knows that Earthâs fate hinges on one girl.Cinder, a gifted mechanic, is a cyborg. Sheâs a second-class citizen with a mysterious past, reviled by her stepmother and blamed for her stepsisterâs illness. But when her life becomes intertwined with the handsome Prince Kaiâs, she suddenly finds herself at the center of an intergalactic struggle, and a forbidden attraction. Caught between duty and freedom, loyalty and betrayal, she must uncover secrets about her past in order to protect her worldâs future. ...more",humans androids crowd raucous streets new beijing deadly plague ravages population space ruthless lunar people watch waiting make move one knows fate hinges one gifted mechanic cyborg citizen mysterious past reviled stepmother blamed humans androids crowd raucous streets new beijing deadly plague ravages population space ruthless lunar people watch waiting make move one knows fate hinges one gifted mechanic cyborg citizen mysterious past reviled stepmother blamed illness life becomes intertwined handsome prince suddenly finds center intergalactic struggle forbidden attraction caught duty freedom loyalty betrayal must uncover secrets past order protect future,-0.0772
Catastrophic Happiness: Finding Joy in Childhood's Messy Years,"A comic and heartwarming memoir about childhood's second act from Real Simple journalist Catherine Newman. Much is written about a child's infancy and toddler years, which is good since children will never remember it themselves. It is ages 4-14 that make up the second act, as Catherine Newman puts it in this delightfully candid, outlandishly funny new memoir about the yea A comic and heartwarming memoir about childhood's second act from Real Simple journalist Catherine Newman. Much is written about a child's infancy and toddler years, which is good since children will never remember it themselves. It is ages 4-14 that make up the second act, as Catherine Newman puts it in this delightfully candid, outlandishly funny new memoir about the years that ""your children will remember as childhood."" Following Newman's son and daughter as they blossom from preschoolers into teenagers, CATASTROPHIC HAPPINESS is about the bittersweet joy of raising children--and the ever-evolving landscape of issues parents traverse. In a laugh out-loud, heart-wrenching, relatable voice, Newman narrates events as momentous as grief and as quietly moving as the moonlit face of a sleeping child. From tantrums and friendship to fear and even sex, Newman's fresh take will appeal to any parent riding this same roller coaster of laughter and heartbreak. ...more",comic heartwarming memoir childhood second act real simple journalist catherine newman much written child infancy toddler years good since children never remember ages make second act catherine newman puts delightfully candid outlandishly funny new memoir yea comic heartwarming memoir childhood second act real simple journalist catherine newman much written child infancy toddler years good since children never remember ages make second act catherine newman puts delightfully candid outlandishly funny new memoir years children remember childhood following newman son daughter blossom preschoolers teenagers catastrophic happiness bittersweet joy raising children landscape issues parents traverse laugh relatable voice newman narrates events momentous grief quietly moving moonlit face sleeping child tantrums friendship fear even sex newman fresh take appeal parent riding roller coaster laughter heartbreak,0.9808
Career of Evil (Cormoran Strike #3),"Cormoran Strike is back, with his assistant Robin Ellacott, in a mystery based around soldiers returning from war.When a mysterious package is delivered to Robin Ellacott, she is horrified to discover that it contains a womanâs severed leg.Her boss, private detective Cormoran Strike, is less surprised but no less alarmed. There are four people from his past who he thinks c Cormoran Strike is back, with his assistant Robin Ellacott, in a mystery based around soldiers returning from war.When a mysterious package is delivered to Robin Ellacott, she is horrified to discover that it contains a womanâs severed leg.Her boss, private detective Cormoran Strike, is less surprised but no less alarmed. There are four people from his past who he thinks could be responsible â and Strike knows that any one of them is capable of sustained and unspeakable brutality.With the police focusing on the one suspect Strike is increasingly sure is not the perpetrator, he and Robin take matters into their own hands, and delve into the dark and twisted worlds of the other three men. But as more horrendous acts occur, time is running out for the two of themâ¦Career of Evil is the third in the series featuring private detective Cormoran Strike and his assistant Robin Ellacott. A mystery and also a story of a man and a woman at a crossroads in their personal and professional lives. ...more",cormoran strike back assistant robin ellacott mystery based around soldiers returning mysterious package delivered robin ellacott horrified discover contains severed boss private detective cormoran strike less surprised less alarmed four people past thinks c cormoran strike back assistant robin ellacott mystery based around soldiers returning mysterious package delivered robin ellacott horrified discover contains severed boss private detective cormoran strike less surprised less alarmed four people past thinks could responsible strike knows one capable sustained unspeakable police focusing one suspect strike increasingly sure perpetrator robin take matters hands delve dark twisted worlds three men horrendous acts occur time running two evil third series featuring private detective cormoran strike assistant robin ellacott mystery also story man woman crossroads personal professional lives,-0.9758
Breaking Dawn (Twilight #4),"When you loved the one who was killing you, it left you no options. How could you run, how could you fight, when doing so would hurt that beloved one? If your life was all you had to give, how could you not give it? If it was someone you truly loved?--To be irrevocably in love with a vampire is both fantasy and nightmare woven into a dangerously heightened reality for Bell When you loved the one who was killing you, it left you no options. How could you run, how could you fight, when doing so would hurt that beloved one? If your life was all you had to give, how could you not give it? If it was someone you truly loved?--To be irrevocably in love with a vampire is both fantasy and nightmare woven into a dangerously heightened reality for Bella Swan. Pulled in one direction by her intense passion for Edward Cullen, and in another by her profound connection to werewolf Jacob Black, she has endured a tumultuous year of temptation, loss, and strife to reach the ultimate turning point. Her imminent choice to either join the dark but seductive world of immortals or to pursue a fully human life has become the thread from which the fates of two tribes hangs.Now that Bella has made her decision, a startling chain of unprecedented events is about to unfold with potentially devastating and unfathomable, consequences. Just when the frayed strands of Bella's life - first discovered in Twilight, then scattered and torn in New Moon and Eclipse - seem ready to heal and knit together, could they be destroyed... forever? ...more",loved one killing left options could run could fight would hurt beloved one life give could give someone truly loved irrevocably love vampire fantasy nightmare woven dangerously heightened reality bell loved one killing left options could run could fight would hurt beloved one life give could give someone truly loved irrevocably love vampire fantasy nightmare woven dangerously heightened reality bella swan pulled one direction intense passion edward cullen another profound connection werewolf jacob black endured tumultuous year temptation loss strife reach ultimate turning point imminent choice either join dark seductive world immortals pursue fully human life become thread fates two tribes bella made decision startling chain unprecedented events unfold potentially devastating unfathomable consequences frayed strands bella life first discovered twilight scattered torn new moon eclipse seem ready heal knit together could destroyed forever,0.802
Brave Enough,"From the best-selling author of Wild, a collection of quotes--drawn from the wide range of her writings--that capture her wisdom, courage, and outspoken humor, presented in a gift-sized package that's as irresistible to give as it is to receive. Around the world, thousands of people have found inspiration in the words of Cheryl Strayed, who in her three prior books and in From the best-selling author of Wild, a collection of quotes--drawn from the wide range of her writings--that capture her wisdom, courage, and outspoken humor, presented in a gift-sized package that's as irresistible to give as it is to receive. Around the world, thousands of people have found inspiration in the words of Cheryl Strayed, who in her three prior books and in her Dear Sugar columns has shared the twists and trials of her remarkable life. Her honesty, spirit, and ample supply of tough love have enabled many of us, even in the darkest hours, to somehow put one foot in front of the other--and be brave enough.This book gathers, each on a single page, more than 100 of Strayed's indelible quotes and thoughts--""mini instruction manuals for the soul"" that urge us toward the incredible capacity for love, compassion, forgiveness, and endurance that is within us all.Be brave enough to break your own heart.You can't ride to the fair unless you get on the pony.Keep walking.Acceptance is a small, quiet room.Romantic love is not a competitive sport.Forward is the direction of real life.Ask yourself: ""What is the best I can do?"" And then do that. ...more",author wild collection quotes drawn wide range writings capture wisdom courage outspoken humor presented package irresistible give receive around world thousands people found inspiration words cheryl strayed three prior books author wild collection quotes drawn wide range writings capture wisdom courage outspoken humor presented package irresistible give receive around world thousands people found inspiration words cheryl strayed three prior books dear sugar columns shared twists trials remarkable life honesty spirit ample supply tough love enabled many us even darkest hours somehow put one foot front brave book gathers single page strayed indelible quotes thoughts mini instruction manuals soul urge us toward incredible capacity love compassion forgiveness endurance within us brave enough break ca ride fair unless get small quiet love competitive direction real best,0.9968
Boy Meets Boy,"This is the story of Paul, a sophomore at a high school like no other: The cheerleaders ride Harleys, the homecoming queen used to be a guy named Daryl (she now prefers Infinite Darlene and is also the star quarterback), and the gay-straight alliance was formed to help the straight kids learn how to dance.When Paul meets Noah, he thinks heâs found the one his heart is made This is the story of Paul, a sophomore at a high school like no other: The cheerleaders ride Harleys, the homecoming queen used to be a guy named Daryl (she now prefers Infinite Darlene and is also the star quarterback), and the gay-straight alliance was formed to help the straight kids learn how to dance.When Paul meets Noah, he thinks heâs found the one his heart is made for. Until he blows it. The school bookie says the odds are 12-to-1 against him getting Noah back, but Paulâs not giving up without playing his love really loud. His best friend Joni might be drifting away, his other best friend Tony might be dealing with ultra-religious parents, and his ex-boyfriend Kyle might not be going away anytime soon, but sometimes everything needs to fall apart before it can really fit together right.This is a happy-meaningful romantic comedy about finding love, losing love, and doing what it takes to get love back in a crazy-wonderful world. ...more",story paul sophomore high school like cheerleaders ride harleys homecoming queen used guy named daryl prefers infinite darlene also star quarterback alliance formed help straight kids learn paul meets noah thinks found one heart made story paul sophomore high school like cheerleaders ride harleys homecoming queen used guy named daryl prefers infinite darlene also star quarterback alliance formed help straight kids learn paul meets noah thinks found one heart made blows school bookie says odds getting noah back giving without playing love really loud best friend joni might drifting away best friend tony might dealing parents kyle might going away anytime soon sometimes everything needs fall apart really fit together romantic comedy finding love losing love takes get love back world,0.9954
